time_s,velocity_kmh,slope_rad
309.0,69.6845952,0.0
310.0,70.4892672,0.0
311.0,71.2939392,0.0
312.0,71.9376768,0.0
313.0,72.42048,0.0
314.0,72.74234880000002,0.0
315.0,73.0642176,0.0
316.0,73.22515200000001,0.0
317.0,73.7079552,0.0
318.0,74.029824,0.0
319.0,74.1907584,0.0
320.0,74.834496,0.0
321.0,75.3172992,0.0
322.0,75.80010240000001,0.0
323.0,76.76570880000001,0.0
324.0,77.7313152,0.0
325.0,78.857856,0.0
326.0,79.98439680000001,0.0
327.0,80.9500032,0.0
328.0,82.07654400000001,0.0
329.0,83.20308480000001,0.0
330.0,84.3296256,0.0
331.0,85.45616640000001,0.0
332.0,86.5827072,0.0
333.0,87.709248,0.0
334.0,88.83578880000002,0.0
335.0,89.8013952,0.0
336.0,90.7670016,0.0
337.0,91.5716736,0.0
338.0,91.732608,0.0
339.0,91.89354240000002,0.0
340.0,92.2154112,0.0
341.0,92.69821440000001,0.0
342.0,93.0200832,0.0
343.0,93.341952,0.0
344.0,93.50288640000001,0.0
345.0,93.9856896,0.0
346.0,94.4684928,0.0
347.0,94.6294272,0.0
348.0,94.7903616,0.0
349.0,94.95129600000001,0.0
350.0,94.95129600000001,0.0
351.0,94.7903616,0.0
352.0,94.6294272,0.0
353.0,94.3075584,0.0
354.0,93.9856896,0.0
355.0,93.66382080000001,0.0
356.0,93.50288640000001,0.0
357.0,93.341952,0.0
358.0,93.1810176,0.0
359.0,92.69821440000001,0.0
360.0,92.37634560000001,0.0
361.0,92.05447680000002,0.0
362.0,91.89354240000002,0.0
363.0,91.732608,0.0
364.0,91.732608,0.0
365.0,91.5716736,0.0
366.0,91.5716736,0.0
367.0,91.5716736,0.0
368.0,91.732608,0.0
369.0,91.732608,0.0
370.0,91.732608,0.0
371.0,91.732608,0.0
372.0,91.732608,0.0
373.0,91.732608,0.0
374.0,91.732608,0.0
375.0,91.732608,0.0
376.0,91.732608,0.0
377.0,91.5716736,0.0
378.0,91.4107392,0.0
379.0,90.927936,0.0
380.0,90.44513280000001,0.0
381.0,90.123264,0.0
382.0,90.123264,0.0
383.0,90.123264,0.0
384.0,90.28419840000001,0.0
385.0,90.7670016,0.0
386.0,91.2498048,0.0
387.0,91.5716736,0.0
388.0,91.89354240000002,0.0
389.0,92.2154112,0.0
390.0,92.37634560000001,0.0
391.0,92.37634560000001,0.0
392.0,92.05447680000002,0.0
393.0,91.732608,0.0
394.0,91.5716736,0.0
395.0,91.0888704,0.0
396.0,90.6060672,0.0
397.0,90.28419840000001,0.0
398.0,90.7670016,0.0
399.0,91.2498048,0.0
400.0,91.89354240000002,0.0
401.0,92.53728000000001,0.0
402.0,93.0200832,0.0
403.0,93.341952,0.0
404.0,93.341952,0.0
405.0,93.341952,0.0
406.0,93.341952,0.0
407.0,93.341952,0.0
408.0,93.341952,0.0
409.0,93.1810176,0.0
410.0,93.0200832,0.0
411.0,92.85914880000001,0.0
412.0,92.85914880000001,0.0
413.0,93.0200832,0.0
414.0,93.1810176,0.0
415.0,93.341952,0.0
416.0,93.50288640000001,0.0
417.0,93.9856896,0.0
418.0,94.7903616,0.0
419.0,95.11223040000002,0.0
420.0,95.59503360000001,0.0
421.0,96.2387712,0.0
422.0,96.3997056,0.0
423.0,96.3997056,0.0
424.0,96.2387712,0.0
425.0,95.91690240000001,0.0
426.0,95.59503360000001,0.0
427.0,95.27316480000002,0.0
428.0,95.11223040000002,0.0
429.0,94.95129600000001,0.0
430.0,94.7903616,0.0
431.0,94.4684928,0.0
432.0,94.3075584,0.0
433.0,94.146624,0.0
434.0,93.9856896,0.0
435.0,93.9856896,0.0
436.0,93.8247552,0.0
437.0,93.66382080000001,0.0
438.0,93.50288640000001,0.0
439.0,93.341952,0.0
440.0,93.1810176,0.0
441.0,93.1810176,0.0
442.0,93.1810176,0.0
443.0,93.1810176,0.0
444.0,93.1810176,0.0
445.0,93.341952,0.0
446.0,93.50288640000001,0.0
447.0,93.50288640000001,0.0
448.0,93.66382080000001,0.0
449.0,93.66382080000001,0.0
450.0,93.66382080000001,0.0
451.0,93.50288640000001,0.0
452.0,93.341952,0.0
453.0,93.341952,0.0
454.0,93.341952,0.0
455.0,93.341952,0.0
456.0,93.341952,0.0
457.0,93.341952,0.0
458.0,93.1810176,0.0
459.0,93.1810176,0.0
460.0,93.341952,0.0
461.0,93.50288640000001,0.0
462.0,93.50288640000001,0.0
463.0,93.66382080000001,0.0
464.0,93.8247552,0.0
465.0,93.8247552,0.0
466.0,93.8247552,0.0
467.0,93.66382080000001,0.0
468.0,93.50288640000001,0.0
469.0,93.341952,0.0
470.0,93.0200832,0.0
471.0,92.53728000000001,0.0
472.0,91.89354240000002,0.0
473.0,91.732608,0.0
474.0,91.0888704,0.0
475.0,90.28419840000001,0.0
476.0,90.123264,0.0
477.0,89.8013952,0.0
478.0,89.31859200000001,0.0
479.0,88.83578880000002,0.0
480.0,88.67485440000002,0.0
481.0,88.51392000000001,0.0
482.0,88.3529856,0.0
483.0,88.3529856,0.0
484.0,88.3529856,0.0
485.0,88.3529856,0.0
486.0,88.3529856,0.0
487.0,88.3529856,0.0
488.0,88.51392000000001,0.0
489.0,88.51392000000001,0.0
490.0,88.51392000000001,0.0
491.0,88.51392000000001,0.0
492.0,88.51392000000001,0.0
493.0,88.51392000000001,0.0
494.0,88.67485440000002,0.0
495.0,88.67485440000002,0.0
496.0,88.51392000000001,0.0
497.0,88.3529856,0.0
498.0,88.3529856,0.0
499.0,88.1920512,0.0
500.0,88.0311168,0.0
501.0,87.8701824,0.0
502.0,87.5483136,0.0
503.0,87.3873792,0.0
504.0,87.3873792,0.0
505.0,87.22644480000001,0.0
506.0,87.06551040000001,0.0
507.0,87.06551040000001,0.0
508.0,87.06551040000001,0.0
509.0,86.904576,0.0
510.0,86.904576,0.0
511.0,86.904576,0.0
512.0,86.904576,0.0
513.0,86.904576,0.0
514.0,86.904576,0.0
515.0,86.904576,0.0
516.0,86.904576,0.0
517.0,87.06551040000001,0.0
518.0,87.22644480000001,0.0
519.0,87.709248,0.0
520.0,88.1920512,0.0
521.0,88.3529856,0.0
522.0,88.51392000000001,0.0
523.0,88.67485440000002,0.0
524.0,88.83578880000002,0.0
525.0,88.83578880000002,0.0
526.0,88.9967232,0.0
527.0,89.15765760000001,0.0
528.0,89.31859200000001,0.0
529.0,89.47952640000001,0.0
530.0,89.64046080000001,0.0
531.0,89.8013952,0.0
532.0,89.9623296,0.0
533.0,90.123264,0.0
534.0,90.123264,0.0
535.0,90.123264,0.0
536.0,90.123264,0.0
537.0,90.123264,0.0
538.0,90.123264,0.0
539.0,90.123264,0.0
540.0,90.123264,0.0
541.0,90.123264,0.0
542.0,90.123264,0.0
543.0,90.123264,0.0
544.0,90.123264,0.0
545.0,90.123264,0.0
546.0,90.123264,0.0
547.0,89.9623296,0.0
548.0,89.9623296,0.0
549.0,89.9623296,0.0
550.0,89.8013952,0.0
551.0,89.47952640000001,0.0
552.0,89.15765760000001,0.0
553.0,88.83578880000002,0.0
554.0,88.67485440000002,0.0
555.0,88.51392000000001,0.0
556.0,88.3529856,0.0
557.0,87.8701824,0.0
558.0,87.5483136,0.0
559.0,87.22644480000001,0.0
560.0,87.06551040000001,0.0
561.0,86.5827072,0.0
562.0,85.93896960000001,0.0
563.0,85.7780352,0.0
564.0,85.45616640000001,0.0
565.0,85.1342976,0.0
566.0,84.6514944,0.0
567.0,84.3296256,0.0
568.0,84.00775680000001,0.0
569.0,83.84682240000001,0.0
570.0,83.685888,0.0
571.0,83.685888,0.0
572.0,83.685888,0.0
573.0,83.685888,0.0
574.0,83.84682240000001,0.0
575.0,83.685888,0.0
576.0,83.685888,0.0
577.0,83.5249536,0.0
578.0,83.04215040000001,0.0
579.0,82.7202816,0.0
580.0,82.23747840000001,0.0
581.0,81.5937408,0.0
582.0,80.9500032,0.0
583.0,80.1453312,0.0
584.0,79.3406592,0.0
585.0,78.3750528,0.0
586.0,77.57038080000001,0.0
587.0,77.40944640000001,0.0
588.0,77.248512,0.0
589.0,77.248512,0.0
590.0,77.40944640000001,0.0
591.0,77.8922496,0.0
592.0,78.6969216,0.0
593.0,78.857856,0.0
594.0,79.01879040000001,0.0
595.0,79.01879040000001,0.0
596.0,78.857856,0.0
597.0,78.857856,0.0
598.0,78.6969216,0.0
599.0,78.2141184,0.0
600.0,77.7313152,0.0
601.0,77.248512,0.0
602.0,77.0875776,0.0
603.0,76.9266432,0.0
604.0,76.76570880000001,0.0
605.0,77.0875776,0.0
606.0,77.7313152,0.0
607.0,78.857856,0.0
608.0,79.01879040000001,0.0
609.0,78.857856,0.0
610.0,78.6969216,0.0
611.0,77.248512,0.0
612.0,75.80010240000001,0.0
613.0,74.35169280000001,0.0
614.0,74.1907584,0.0
615.0,74.1907584,0.0
616.0,74.35169280000001,0.0
617.0,75.4782336,0.0
618.0,76.9266432,0.0
619.0,78.857856,0.0
620.0,79.98439680000001,0.0
621.0,81.4328064,0.0
622.0,82.88121600000001,0.0
623.0,84.00775680000001,0.0
624.0,84.8124288,0.0
625.0,85.295232,0.0
626.0,86.26083840000001,0.0
627.0,86.904576,0.0
628.0,87.06551040000001,0.0
629.0,87.5483136,0.0
630.0,88.0311168,0.0
631.0,88.67485440000002,0.0
632.0,89.15765760000001,0.0
633.0,89.15765760000001,0.0
634.0,88.51392000000001,0.0
635.0,87.709248,0.0
636.0,86.26083840000001,0.0
637.0,84.49056,0.0
638.0,80.78906880000001,0.0
639.0,77.57038080000001,0.0
640.0,74.834496,0.0
641.0,74.35169280000001,0.0
642.0,74.029824,0.0
643.0,74.029824,0.0
644.0,74.5126272,0.0
645.0,75.3172992,0.0
646.0,76.44384000000001,0.0
647.0,77.57038080000001,0.0
648.0,78.5359872,0.0
649.0,79.66252800000001,0.0
650.0,80.78906880000001,0.0
651.0,81.5937408,0.0
652.0,82.23747840000001,0.0
653.0,83.20308480000001,0.0
654.0,84.00775680000001,0.0
655.0,84.49056,0.0
656.0,83.84682240000001,0.0
657.0,83.04215040000001,0.0
658.0,82.23747840000001,0.0
659.0,82.07654400000001,0.0
660.0,82.07654400000001,0.0
661.0,82.23747840000001,0.0
662.0,82.7202816,0.0
663.0,83.20308480000001,0.0
664.0,83.685888,0.0
665.0,84.00775680000001,0.0
666.0,84.49056,0.0
667.0,84.9733632,0.0
668.0,84.8124288,0.0
669.0,84.6514944,0.0
670.0,84.1686912,0.0
671.0,84.1686912,0.0
672.0,84.3296256,0.0
673.0,84.49056,0.0
674.0,84.8124288,0.0
675.0,84.8124288,0.0
676.0,84.3296256,0.0
677.0,83.84682240000001,0.0
678.0,83.20308480000001,0.0
679.0,82.23747840000001,0.0
680.0,81.271872,0.0
681.0,80.62813440000001,0.0
682.0,80.1453312,0.0
683.0,79.98439680000001,0.0
684.0,79.82346240000001,0.0
685.0,79.66252800000001,0.0
686.0,79.66252800000001,0.0
687.0,79.98439680000001,0.0
688.0,80.4672,0.0
689.0,80.78906880000001,0.0
690.0,81.4328064,0.0
691.0,82.23747840000001,0.0
692.0,83.04215040000001,0.0
693.0,83.5249536,0.0
694.0,83.685888,0.0
695.0,83.84682240000001,0.0
696.0,84.3296256,0.0
697.0,85.1342976,0.0
698.0,85.7780352,0.0
699.0,86.42177280000001,0.0
700.0,87.22644480000001,0.0
701.0,87.709248,0.0
702.0,88.1920512,0.0
703.0,88.51392000000001,0.0
704.0,89.31859200000001,0.0
705.0,89.9623296,0.0
706.0,90.28419840000001,0.0
707.0,90.6060672,0.0
708.0,90.7670016,0.0
709.0,90.927936,0.0
710.0,91.2498048,0.0
711.0,91.5716736,0.0
712.0,91.732608,0.0
713.0,92.2154112,0.0
714.0,92.85914880000001,0.0
715.0,93.66382080000001,0.0
716.0,94.6294272,0.0
717.0,95.11223040000002,0.0
718.0,95.27316480000002,0.0
719.0,95.11223040000002,0.0
720.0,94.6294272,0.0
721.0,94.146624,0.0
722.0,93.50288640000001,0.0
723.0,92.85914880000001,0.0
724.0,92.2154112,0.0
725.0,91.89354240000002,0.0
726.0,91.4107392,0.0
727.0,90.927936,0.0
728.0,90.44513280000001,0.0
729.0,89.31859200000001,0.0
730.0,87.8701824,0.0
731.0,87.06551040000001,0.0
732.0,86.42177280000001,0.0
733.0,85.61710080000002,0.0
734.0,85.1342976,0.0
735.0,84.49056,0.0
736.0,83.685888,0.0
737.0,82.5593472,0.0
738.0,81.271872,0.0
739.0,79.66252800000001,0.0
740.0,78.053184,0.0
741.0,76.60477440000001,0.0
742.0,75.3172992,0.0
743.0,73.38608640000001,0.0
744.0,71.13300480000001,0.0
745.0,68.39712,0.0
746.0,63.08628480000001,0.0
747.0,57.7754496,0.0
748.0,52.46461440000001,0.0
749.0,47.1537792,0.0
750.0,43.130419200000006,0.0
751.0,39.428928,0.0
752.0,34.600896000000006,0.0
753.0,31.382208000000002,0.0
754.0,28.0025856,0.0
755.0,24.3010944,0.0
756.0,19.955865600000003,0.0
757.0,15.6106368,0.0
758.0,11.265408,0.0
759.0,8.04672,0.0
760.0,5.3108352,0.0
761.0,3.218688,0.0
762.0,1.1265408,0.0
763.0,0.0,0.0
764.0,0.0,0.0
765.0,0.0,0.0
